,city,href,state
786,Nuevo San Juan,/Restaurants-g3151879-Nuevo_San_Juan_Central_Mexico_and_Gulf_Coast.html, Michoacán 
787,Popo Park,/Restaurants-g15118464-Popo_Park_Central_Mexico_and_Gulf_Coast.html, Estado de México 
788,Comajilla,/Restaurants-g8355860-Comajilla_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
789,Tuxtla Chico,/Restaurants-g15685776-Tuxtla_Chico_Southern_Mexico.html, Chiapas 
790,Isla Blanca,/Restaurants-g3158193-Isla_Blanca_Yucatan_Peninsula.html, Quintana Roo 
791,Nuevo Pital,/Restaurants-g19812780-Nuevo_Pital_Yucatan_Peninsula.html, Campeche 
792,Chicanná,/Restaurants-g12916814-Chicanna_Yucatan_Peninsula.html, Campeche 
793,Municipio de Calpulalpan,/Restaurants-g14977135-Calpulalpan_Municipality_Central_Mexico_and_Gulf_Coast.html, Tlaxcala 
794,Municipio de Macuspana,/Restaurants-g14977128-Macuspana_Municipality_Central_Mexico_and_Gulf_Coast.html, Tabasco 
795,Apazapan,/Restaurants-g4317393-Apazapan_Central_Mexico_and_Gulf_Coast.html, Veracruz 
796,Municipio de Contla de Juan Cuamatzi,/Restaurants-g14977142-Contla_de_Juan_Cuamatzi_Municipality_Central_Mexico_and_Gulf_Coast.html, Tlaxcala 
797,El Chico,/Restaurants-g17385912-El_Chico_Central_Mexico_and_Gulf_Coast.html, Veracruz 
798,Escanelilla,/Restaurants-g12916859-Escanelilla_Central_Mexico_and_Gulf_Coast.html, Querétaro 
799,Municipio de Benito Juárez,/Restaurants-g14977114-Benito_Juarez_Municipality_Northern_Mexico.html, Sonora 
800,Santos Reyes Nopala,/Restaurants-g8310977-Santos_Reyes_Nopala_Southern_Mexico.html, Oaxaca 
801,Totolac,/Restaurants-g3737850-Totolac_Central_Mexico_and_Gulf_Coast.html, Tlaxcala 
802,Municipio de Elota,/Restaurants-g14977059-Elota_Municipality_Pacific_Coast.html, Sinaloa 
803,San José Chiltepec,/Restaurants-g13537286-San_Jose_Chiltepec_Southern_Mexico.html, Oaxaca 
804,Francisco I. Madero,/Restaurants-g17551809-Francisco_I_Madero_Northern_Mexico.html, Durango 
805,Municipio de Guasave,/Restaurants-g14977065-Guasave_Municipality_Pacific_Coast.html, Sinaloa 
806,San Isidro,/Restaurants-g18379202-San_Isidro_Central_Mexico_and_Gulf_Coast.html, Morelos 
807,El Jabalí,/Restaurants-g13537297-El_Jabali_Central_Mexico_and_Gulf_Coast.html, San Luis Potosí 
808,Tihosuco,/Restaurants-g19468744-Tihosuco_Yucatan_Peninsula.html, Quintana Roo 
809,San José Chiapa,/Restaurants-g12517823-San_Jose_Chiapa_Central_Mexico_and_Gulf_Coast.html, Puebla 
810,Kantunilkín,/Restaurants-g20373552-Kantunilkin_Yucatan_Peninsula.html, Quintana Roo 
811,Conkal,/Restaurants-g12214717-Conkal_Yucatan_Peninsula.html, Yucatán 
812,Frontera Comalapa,/Restaurants-g14977513-Frontera_Comalapa_Southern_Mexico.html, Chiapas 
813,Purísima de Cubos,/Restaurants-g23701581-Purisima_de_Cubos_Central_Mexico_and_Gulf_Coast.html, Querétaro 
814,Chunhuhub,/Restaurants-g7084381-Chunhuhub_Yucatan_Peninsula.html, Quintana Roo 
815,Municipio de La Magdalena Tlaltelulco,/Restaurants-g14971303-La_Magdalena_Tlaltelulco_Municipality_Central_Mexico_and_Gulf_Coast.html, Tlaxcala 
816,Armería,/Restaurants-g1728848-Armeria_Pacific_Coast.html, Colima 
817,Punta Abreojos,/Restaurants-g17649728-Punta_Abreojos_Baja_California.html, Baja California Sur 
818,Municipio de Cuitláhuac,/Restaurants-g14971315-Cuitlahuac_Municipality_Central_Mexico_and_Gulf_Coast.html, Veracruz 
819,Magdalena,/Restaurants-g3160405-Magdalena.html, Jalisco 
820,Bahía de Soliman,/Restaurants-g2578752-Soliman_Bay_Yucatan_Peninsula.html, Riviera Maya 
821,La Fonda,/Restaurants-g153973-La_Fonda_Baja_California.html, Baja California Norte 
822,Municipio de Tenancingo,/Restaurants-g14971294-Tenancingo_Municipality_Central_Mexico_and_Gulf_Coast.html, Tlaxcala 
823,Cuquío,/Restaurants-g3160396-Cuquio.html, Jalisco 
824,Temascalcingo,/Restaurants-g3176883-Temascalcingo_Central_Mexico_and_Gulf_Coast.html, Estado de México 
825,Asientos,/Restaurants-g3178939-Asientos_Central_Mexico_and_Gulf_Coast.html, Aguascalientes 
826,Municipio de San Matías Tlalancaleca,/Restaurants-g14971255-San_Matias_Tlalancaleca_Municipality_Central_Mexico_and_Gulf_Coast.html, Puebla 
827,Municipio de Unión Hidalgo,/Restaurants-g14971201-Union_Hidalgo_Municipality_Southern_Mexico.html, Oaxaca 
828,Texcatepec,/Restaurants-g21305580-Texcatepec_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
829,Santa Rosa,/Restaurants-g4579823-Santa_Rosa_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
830,Tenabo,/Restaurants-g12517649-Tenabo_Yucatan_Peninsula.html, Campeche 
831,Ek Balam Village,/Restaurants-g2093488-Ek_Balam_Village_Yucatan_Peninsula.html, Yucatán 
832,Ahuacatlán,/Restaurants-g7092701-Ahuacatlan_Pacific_Coast.html, Nayarit 
833,Lengüeta Arenosa,/Restaurants-g17694904-Lengueta_Arenosa_Baja_California.html, Baja California Norte 
834,Tuxpan,/Restaurants-g3160454-Tuxpan.html, Jalisco 
835,Unión de San Antonio,/Restaurants-g3160455-Union_de_San_Antonio.html, Jalisco 
836,Municipio de Los Reyes de Juárez,/Restaurants-g14971231-Los_Reyes_de_Juarez_Municipality_Central_Mexico_and_Gulf_Coast.html, Puebla 
837,Santa María Tequepexpan,/Restaurants-g7739850-Santa_Maria_Tequepexpan_Guadalajara_Metropolitan_Area.html, Zona Metropolitana de Guadalajara 
838,El Carmen,/Restaurants-g19507350-El_Carmen_Northern_Mexico.html, Nuevo Leon 
839,Nicolás Romero,/Restaurants-g3178995-Nicolas_Romero_Central_Mexico_and_Gulf_Coast.html, Estado de México 
840,Matías Romero,/Restaurants-g3176948-Matias_Romero_Southern_Mexico.html, Oaxaca 
841,Terrazas,/Restaurants-g3226108-Terrazas_Central_Mexico_and_Gulf_Coast.html, San Luis Potosí 
842,Cosoleacaque,/Restaurants-g12517721-Cosoleacaque_Central_Mexico_and_Gulf_Coast.html, Veracruz 
843,Chimalhuacán,/Restaurants-g3178966-Chimalhuacan_Central_Mexico_and_Gulf_Coast.html, Estado de México 
844,Carrizal,/Restaurants-g1421804-Carrizal_Central_Mexico_and_Gulf_Coast.html, Veracruz 
845,Municipio de Santa Lucía del Camino,/Restaurants-g14971162-Santa_Lucia_del_Camino_Municipality_Southern_Mexico.html, Oaxaca 
846,Tepetlixpa,/Restaurants-g7897478-Tepetlixpa_Central_Mexico_and_Gulf_Coast.html, Estado de México 
847,Chiconcuac,/Restaurants-g3178959-Chiconcuac_Central_Mexico_and_Gulf_Coast.html, Estado de México 
848,Marquelia,/Restaurants-g3177010-Marquelia_Pacific_Coast.html, Guerrero 
849,Municipio de Angel Albino Corzo,/Restaurants-g14971619-Angel_Albino_Corzo_Municipality_Southern_Mexico.html, Chiapas 
850,Apaseo El Alto,/Restaurants-g3179064-Apaseo_El_Alto_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
851,Talpa de Allende,/Restaurants-g20554550-Talpa_de_Allende.html, Jalisco 
852,Peto,/Restaurants-g1632776-Peto_Yucatan_Peninsula.html, Yucatán 
853,Villa Victoria,/Restaurants-g3179042-Villa_Victoria_Central_Mexico_and_Gulf_Coast.html, Estado de México 
854,Cuajinicuilapa,/Restaurants-g3176996-Cuajinicuilapa_Pacific_Coast.html, Guerrero 
855,Tecoh,/Restaurants-g1632774-Tecoh_Yucatan_Peninsula.html, Yucatán 
856,Angostura,/Restaurants-g12518046-Angostura_Pacific_Coast.html, Sinaloa 
857,Calera Víctor Rosales,/Restaurants-g3181079-Calera_Victor_Rosales_Central_Mexico_and_Gulf_Coast.html, Zacatecas 
858,Tlaltenango,/Restaurants-g3181086-Tlaltenango_Central_Mexico_and_Gulf_Coast.html, Zacatecas 
859,Valparaíso,/Restaurants-g3181087-Valparaiso_Central_Mexico_and_Gulf_Coast.html, Zacatecas 
860,Tala,/Restaurants-g13087479-Tala.html, Jalisco 
861,Teposcolula,/Restaurants-g3176962-Teposcolula_Southern_Mexico.html, Oaxaca 
862,Municipio de Francisco I. Madero,/Restaurants-g14971606-Francisco_I_Madero_Municipality_Northern_Mexico.html, Coahuila 
863,Santa Ana Coatepec,/Restaurants-g23595816-Santa_Ana_Coatepec_Central_Mexico_and_Gulf_Coast.html, Puebla 
864,Candelaria,/Restaurants-g3181152-Candelaria_Yucatan_Peninsula.html, Campeche 
865,Cuilapan,/Restaurants-g3738223-Cuilapan_Southern_Mexico.html, Oaxaca 
866,San Andrés Huayápam,/Restaurants-g1487432-San_Andres_Huayapam_Southern_Mexico.html, Oaxaca 
867,Municipio de Espita,/Restaurants-g14971525-Espita_Municipality_Yucatan_Peninsula.html, Yucatán 
868,Juluchuca,/Restaurants-g1593977-Juluchuca_Pacific_Coast.html, Guerrero 
869,Municipio de Akil,/Restaurants-g14971521-Akil_Municipality_Yucatan_Peninsula.html, Yucatán 
870,Guerrero,/Restaurants-g13236899-Guerrero_Northern_Mexico.html, Chihuahua 
871,Tolimán,/Restaurants-g5978679-Toliman_Central_Mexico_and_Gulf_Coast.html, Querétaro 
872,San Juan Bautista la Raya,/Restaurants-g17697658-San_Juan_Bautista_la_Raya_Southern_Mexico.html, Oaxaca 
873,Santo Tomás Apipilhuasco,/Restaurants-g2161239-Santo_Tomas_Apipilhuasco_Central_Mexico_and_Gulf_Coast.html, Estado de México 
874,Tenango de las Flores,/Restaurants-g11807439-Tenango_de_las_Flores_Central_Mexico_and_Gulf_Coast.html, Puebla 
875,Municipio de Nanchital de Lázaro Cárdenas del Río,/Restaurants-g14971489-Nanchital_de_Lazaro_Cardenas_del_Rio_Municipality_Central_Mexico_and_Gulf_Coast.html, Veracruz 
876,Comanja de Corona,/Restaurants-g4580045-Comanja_de_Corona.html, Jalisco 
877,Xicotepec de Juárez,/Restaurants-g19729317-Xicotepec_de_Juarez_Central_Mexico_and_Gulf_Coast.html, Puebla 
878,La Junta,/Restaurants-g3181241-La_Junta_Northern_Mexico.html, Chihuahua 
879,Meoqui,/Restaurants-g3181244-Meoqui_Northern_Mexico.html, Chihuahua 
880,Aldama,/Restaurants-g3181219-Aldama_Northern_Mexico.html, Chihuahua 
881,Atlangatepec,/Restaurants-g3723937-Atlangatepec_Central_Mexico_and_Gulf_Coast.html, Tlaxcala 
882,Ciudad Madera,/Restaurants-g3181226-Ciudad_Madera_Northern_Mexico.html, Chihuahua 
883,El Mercillero,/Restaurants-g15338097-El_Mercillero_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
884,Miacatlán,/Restaurants-g2101897-Miacatlan_Central_Mexico_and_Gulf_Coast.html, Morelos 
885,Ciudad del Maíz,/Restaurants-g12519956-Ciudad_del_Maiz_Central_Mexico_and_Gulf_Coast.html, San Luis Potosí 
886,Noc Ac,/Restaurants-g15327835-Noc_Ac_Yucatan_Peninsula.html, Yucatán 
887,Municipio de Soledad de Doblado,/Restaurants-g14971474-Soledad_de_Doblado_Municipality_Central_Mexico_and_Gulf_Coast.html, Veracruz 
888,Badiraguato,/Restaurants-g2646676-Badiraguato_Pacific_Coast.html, Sinaloa 
889,Matlapa,/Restaurants-g3224308-Matlapa_Central_Mexico_and_Gulf_Coast.html, San Luis Potosí 
890,Zumpango del Río,/Restaurants-g13201935-Zumpango_del_Rio_Pacific_Coast.html, Guerrero 
891,Hunucmá,/Restaurants-g13201934-Hunucma_Yucatan_Peninsula.html, Península de Yucatán 
892,San Andrés Calpan,/Restaurants-g3336953-San_Andres_Calpan_Central_Mexico_and_Gulf_Coast.html, Puebla 
893,Zapotiltic,/Restaurants-g14983732-Zapotiltic.html, Jalisco 
894,Zacoalco de Torres,/Restaurants-g14983728-Zacoalco_de_Torres.html, Jalisco 
895,Mayto,/Restaurants-g7314101-Mayto.html, Jalisco 
896,Alto Lucero,/Restaurants-g18742267-Alto_Lucero_Central_Mexico_and_Gulf_Coast.html, Veracruz 
897,Pilcaya,/Restaurants-g12917302-Pilcaya_Pacific_Coast.html, Guerrero 
898,Poncitlán,/Restaurants-g14983699-Poncitlan.html, Jalisco 
899,Zapotlan de Juarez,/Restaurants-g11807309-Zapotlan_de_Juarez_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
900,Teacapán,/Restaurants-g735986-Teacapan_Pacific_Coast.html, Sinaloa 
901,Municipio El Marqués,/Restaurants-g14967782-La_Paz_Municipality_Central_Mexico_and_Gulf_Coast.html, Estado de México 
902,Puerto Libertad,/Restaurants-g1602399-Puerto_Libertad_Northern_Mexico.html, Sonora 
903,Municipio de Tizayuca,/Restaurants-g14971820-Tizayuca_Municipality_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
904,Jitotol,/Restaurants-g14101400-Jitotol_Southern_Mexico.html, Chiapas 
905,Corral del Risco,/Restaurants-g23222836-Corral_del_Risco_Pacific_Coast.html, Riviera Nayarit 
906,Totolapan,/Restaurants-g7805742-Totolapan_Central_Mexico_and_Gulf_Coast.html, Morelos 
907,Tepeyahualco,/Restaurants-g5444407-Tepeyahualco_Central_Mexico_and_Gulf_Coast.html, Puebla 
908,Municipio de Copala,/Restaurants-g14971777-Copala_Municipality_Pacific_Coast.html, Guerrero 
909,El Espinal,/Restaurants-g5600032-El_Espinal_Southern_Mexico.html, Oaxaca 
910,Municipio de Cuautepec de Hinojosa,/Restaurants-g14971800-Cuautepec_de_Hinojosa_Municipality_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
911,Isla Guadalupe,/Restaurants-g672655-Isle_de_Guadalupe_Baja_California.html, Baja California 
912,Chacalal,/Restaurants-g1825681-Chacalal_Yucatan_Peninsula.html, Riviera Maya 
913,Municipio de Purísima del Rincón,/Restaurants-g14971753-Purisima_del_Rincon_Municipality_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
914,Tezoyuca,/Restaurants-g12882762-Tezoyuca_Central_Mexico_and_Gulf_Coast.html, Estado de México 
915,Acaxochitlán,/Restaurants-g3179438-Acaxochitlan_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
916,San Lorenzo Tlalmimilolpan,/Restaurants-g14031740-San_Lorenzo_Tlalmimilolpan_Central_Mexico_and_Gulf_Coast.html, Estado de México 
917,Cortázar,/Restaurants-g3179418-Cortazar_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
918,Milpas Viejas,/Restaurants-g15663941-Milpas_Viejas_Pacific_Coast.html, Nayarit 
919,El Coacoyul,/Restaurants-g15663939-El_Coacoyul_Pacific_Coast.html, Guerrero 
920,Omitlán de Juárez,/Restaurants-g12520201-Omitlan_de_Juarez_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
921,San Andrés Ixtlán,/Restaurants-g17552053-San_Andres_Ixtlan.html, Jalisco 
922,Amacueca,/Restaurants-g14162790-Amacueca.html, Jalisco 
923,Las Choapas,/Restaurants-g3191776-Las_Choapas_Central_Mexico_and_Gulf_Coast.html, Veracruz 
924,Arroyo Zarco Ejido,/Restaurants-g15663933-Arroyo_Zarco_Ejido_Central_Mexico_and_Gulf_Coast.html, Estado de México 
925,Misantla,/Restaurants-g3191785-Misantla_Central_Mexico_and_Gulf_Coast.html, Veracruz 
926,Naranjos,/Restaurants-g3191787-Naranjos_Central_Mexico_and_Gulf_Coast.html, Veracruz 
927,Municipio de Comonfort,/Restaurants-g14971711-Comonfort_Municipality_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
928,Chacchobén,/Restaurants-g1072113-Chacchoben_Yucatan_Peninsula.html, Quintana Roo 
929,Sabancuy,/Restaurants-g1072114-Sabancuy_Yucatan_Peninsula.html, Campeche 
930,San Antonio de la Cal,/Restaurants-g23700123-San_Antonio_de_la_Cal_Southern_Mexico.html, Oaxaca 
931,Atotonilco El Grande,/Restaurants-g3179458-Atotonilco_El_Grande_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
932,Cerro Azul,/Restaurants-g3191755-Cerro_Azul_Central_Mexico_and_Gulf_Coast.html, Veracruz 
933,Nopala,/Restaurants-g3210297-Nopala_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
934,Cerro de San Pedro,/Restaurants-g17018150-Cerro_de_San_Pedro_Central_Mexico_and_Gulf_Coast.html, San Luis Potosí 
935,Celestino Gazca Villaseñor,/Restaurants-g14781650-Celestino_Gazca_Villasenor_Pacific_Coast.html, Sinaloa 
936,La Congoja,/Restaurants-g15332564-La_Congoja_Central_Mexico_and_Gulf_Coast.html, Aguascalientes 
937,Municipio de Tultitlán,/Restaurants-g14972069-Tultitlan_Municipality_Central_Mexico_and_Gulf_Coast.html, Estado de México 
938,Municipio de Zumpango,/Restaurants-g14972071-Zumpango_Municipality_Central_Mexico_and_Gulf_Coast.html, Estado de México 
939,Santa Ana Pacueco,/Restaurants-g13587593-Santa_Ana_Pacueco_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
940,Tepotzlán,/Restaurants-g13132929-Tepotzlan_Central_Mexico_and_Gulf_Coast.html, Morelos 
941,Municipio de Valle de Chalco Solidaridad,/Restaurants-g14972078-Valle_de_Chalco_Solidaridad_Municipality_Central_Mexico_and_Gulf_Coast.html, Estado de México 
942,Municipio de Capulhuac,/Restaurants-g14972036-Capulhuac_Municipality_Central_Mexico_and_Gulf_Coast.html, Estado de México 
943,Municipio de Calimaya,/Restaurants-g14972035-Calimaya_Municipality_Central_Mexico_and_Gulf_Coast.html, Estado de México 
944,Municipio de Chicoloapan,/Restaurants-g14972041-Chicoloapan_Municipality_Central_Mexico_and_Gulf_Coast.html, Estado de México 
945,Chontalpa,/Restaurants-g20348227-Chontalpa_Central_Mexico_and_Gulf_Coast.html, Tabasco 
946,Municipio de Nicolás Romero,/Restaurants-g14972058-Nicolas_Romero_Municipality_Central_Mexico_and_Gulf_Coast.html, Estado de México 
947,González,/Restaurants-g3194034-Gonzalez_Northern_Mexico.html, Tamaulipas 
948,Ciudad Miguel Alemán,/Restaurants-g3194039-Ciudad_Miguel_Aleman_Northern_Mexico.html, Tamaulipas 
949,Municipio de Calotmul,/Restaurants-g18849167-Calotmul_Municipality_Yucatan_Peninsula.html, Yucatán 
950,San Miguel Zapotitlán,/Restaurants-g11807782-San_Miguel_Zapotitlan_Pacific_Coast.html, Sinaloa 
951,Santa Cruz Itundujia,/Restaurants-g7038195-Santa_Cruz_Itundujia_Southern_Mexico.html, Oaxaca 
952,Tempoal,/Restaurants-g3194024-Tempoal_Central_Mexico_and_Gulf_Coast.html, Veracruz 
953,Municipio de Frontera,/Restaurants-g14967930-Frontera_Municipality_Northern_Mexico.html, Coahuila 
954,Pichucalco,/Restaurants-g3181808-Pichucalco_Southern_Mexico.html, Chiapas 
955,íz,/Restaurants-g3151099-Ruiz_Pacific_Coast.html, Nayarit 
956,Jiquipilas,/Restaurants-g9682013-Jiquipilas_Southern_Mexico.html, Chiapas 
957,Tumbalá,/Restaurants-g3181823-Tumbala_Southern_Mexico.html, Chiapas 
958,La Trinitaria,/Restaurants-g3181799-La_Trinitaria_Southern_Mexico.html, Chiapas 
959,Mapastepec,/Restaurants-g3181805-Mapastepec_Southern_Mexico.html, Chiapas 
960,Arriaga,/Restaurants-g3181776-Arriaga_Southern_Mexico.html, Chiapas 
961,Ciudad Hidalgo,/Restaurants-g3181782-Ciudad_Hidalgo_Southern_Mexico.html, Chiapas 
962,Holcá,/Restaurants-g20053462-Holca_Yucatan_Peninsula.html, Yucatán 
963,El Centenario,/Restaurants-g19807687-El_Centenario_Baja_California.html, Baja California Sur 
964,Gómez Farías,/Restaurants-g3194054-Gomez_Farias_Northern_Mexico.html, Tamaulipas 
965,Miramar,/Restaurants-g3194057-Miramar_Northern_Mexico.html, Tamaulipas 
966,Nueva Ciudad Guerrero,/Restaurants-g3194058-Nueva_Ciudad_Guerrero_Northern_Mexico.html, Tamaulipas 
967,The Coloradas,/Restaurants-g18849252-The_Coloradas_Yucatan_Peninsula.html, Yucatán 
968,San Fernando,/Restaurants-g3194060-San_Fernando_Northern_Mexico.html, Tamaulipas 
969,Soto la Marina,/Restaurants-g3194061-Soto_la_Marina_Northern_Mexico.html, Tamaulipas 
970,Chamela,/Restaurants-g2282787-Chamela.html, Jalisco 
971,Piedra Blanca,/Restaurants-g12969411-Piedra_Blanca_Baja_California.html, Baja California 
972,San Juan Bautista Valle Nacional,/Restaurants-g23805025-San_Juan_Bautista_Valle_Nacional_Southern_Mexico.html, Oaxaca 
973,Chacahua,/Restaurants-g17695749-Chacahua_Southern_Mexico.html, Oaxaca 
974,Ascensión,/Restaurants-g1137949-Ascension_Northern_Mexico.html, Chihuahua 
975,Colonia Dublán,/Restaurants-g1137951-Colonia_Dublan_Northern_Mexico.html, Chihuahua 
976,Tenacatita,/Restaurants-g644396-Tenacatita_Costalegre.html, Costalegre 
977,Vicente Guerrero,/Restaurants-g3194138-Vicente_Guerrero_Northern_Mexico.html, Durango 
978,Santa Anita,/Restaurants-g2704646-Santa_Anita_Baja_California.html, Baja California Sur 
979,San Buenaventura,/Restaurants-g3194120-San_Buenaventura_Northern_Mexico.html, Coahuila 
980,Nuevo Ideal,/Restaurants-g3194127-Nuevo_Ideal_Northern_Mexico.html, Durango 
981,La Saladita,/Restaurants-g12545535-La_Saladita_Pacific_Coast.html, Guerrero 
982,La Joya,/Restaurants-g1131856-La_Joya_Baja_California.html, Baja California Norte 
983,Santiago Tepeyahualco,/Restaurants-g23524397-Santiago_Tepeyahualco_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
984,Pedro Antonio Santos,/Restaurants-g3738966-Pedro_Antonio_Santos_Yucatan_Peninsula.html, Quintana Roo 
985,Samalayuca,/Restaurants-g11810240-Samalayuca_Northern_Mexico.html, Chihuahua 
986,China,/Restaurants-g3194181-China_Northern_Mexico.html, Nuevo Leon 
987,El Álamo,/Restaurants-g3194185-El_Alamo_Northern_Mexico.html, Nuevo Leon 
988,La Playa,/Restaurants-g23039185-La_Playa_Baja_California.html, Baja California Sur 
989,Municipio de Tarimoro,/Restaurants-g14968187-Tarimoro_Municipality_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
990,El Carmen,/Restaurants-g2153866-El_Carmen.html, Jalisco 
991,Coatepec Harinas,/Restaurants-g15332648-Coatepec_Harinas_Central_Mexico_and_Gulf_Coast.html, Estado de México 
992,Playa Azul,/Restaurants-g2035165-Playa_Azul_Central_Mexico_and_Gulf_Coast.html, Michoacán 
993,Bahía Asunción,/Restaurants-g4560276-Bahia_Asuncion_Baja_California.html, Baja California Sur 
994,Vicente Guerrero,/Restaurants-g15152396-Vicente_Guerrero_Baja_California.html, Baja California Norte 
995,Palma Sola,/Restaurants-g5561773-Palma_Sola_Central_Mexico_and_Gulf_Coast.html, Veracruz 
996,Suchitlán,/Restaurants-g19387609-Suchitlan_Pacific_Coast.html, Colima 
997,Puente de Ixtla,/Restaurants-g3180085-Puente_de_Ixtla_Central_Mexico_and_Gulf_Coast.html, Morelos 
998,San José Vista Hermosa,/Restaurants-g3180090-San_Jose_Vista_Hermosa_Central_Mexico_and_Gulf_Coast.html, Morelos 
999,Municipio de Venustiano Carranza,/Restaurants-g14976752-Venustiano_Carranza_Municipality_Central_Mexico_and_Gulf_Coast.html, Michoacán 
1000,Santa María Tonameca,/Restaurants-g11804335-Santa_Maria_Tonameca_Southern_Mexico.html, Oaxaca 
1001,Ayapango,/Restaurants-g8416932-Ayapango_Central_Mexico_and_Gulf_Coast.html, Estado de México 
1002,El Porvenir,/Restaurants-g15584986-El_Porvenir_Pacific_Coast.html, Nayarit 
1003,Yajalón,/Restaurants-g7683632-Yajalon_Southern_Mexico.html, Chiapas 
1004,El Membrillo,/Restaurants-g19097449-El_Membrillo_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
1005,San Luis Soyatlán,/Restaurants-g15146665-San_Luis_Soyatlan.html, Jalisco 
1006,Los Mogotes,/Restaurants-g15410870-Los_Mogotes_Pacific_Coast.html, Guerrero 
1007,Cocoyoc,/Restaurants-g777812-Cocoyoc_Central_Mexico_and_Gulf_Coast.html, Morelos 
1008,Halachó,/Restaurants-g679548-Halacho_Yucatan_Peninsula.html, Yucatán 
1009,Abalá,/Restaurants-g5426730-Abala_Yucatan_Peninsula.html, Yucatán 
1010,Cholul,/Restaurants-g21290952-Cholul_Yucatan_Peninsula.html, Yucatán 
1011,Tlaxcoapan,/Restaurants-g13995587-Tlaxcoapan_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
1012,Ocotito,/Restaurants-g15552115-Ocotito_Pacific_Coast.html, Guerrero 
1013,Tzimol,/Restaurants-g7110349-Tzimol_Southern_Mexico.html, Chiapas 
1014,Atotonilco de Tula,/Restaurants-g17674153-Atotonilco_de_Tula_Central_Mexico_and_Gulf_Coast.html, Hidalgo 
1015,San Agustín de las Juntas,/Restaurants-g11810419-San_Agustin_de_las_Juntas_Southern_Mexico.html, Oaxaca 
1016,Teotitlán de Flores Magón,/Restaurants-g20809717-Teotitlan_de_Flores_Magon_Southern_Mexico.html, Oaxaca 
1017,Yurécuaro,/Restaurants-g3151610-Yurecuaro_Central_Mexico_and_Gulf_Coast.html, Michoacán 
1018,Viesca,/Restaurants-g8863309-Viesca_Northern_Mexico.html, Coahuila 
1019,Punta Chivato,/Restaurants-g499401-Punta_Chivato_Baja_California.html, Baja California Sur 
1020,Marina Real,/Restaurants-g13768220-Marina_Real_Northern_Mexico.html, Sonora 
1021,Contepec,/Restaurants-g499411-Contepec_Central_Mexico_and_Gulf_Coast.html, Michoacán 
1022,Villa Alta,/Restaurants-g20809707-Villa_Alta_Central_Mexico_and_Gulf_Coast.html, Tlaxcala 
1023,Tekit,/Restaurants-g18188226-Tekit_Yucatan_Peninsula.html, Yucatán 
1024,Municipio de Tequixquiac,/Restaurants-g14968380-Tequixquiac_Municipality_Central_Mexico_and_Gulf_Coast.html, Estado de México 
1025,Huitzilac,/Restaurants-g13528620-Huitzilac_Central_Mexico_and_Gulf_Coast.html, Morelos 
1026,Tototlán,/Restaurants-g11810374-Tototlan.html, Jalisco 
1027,Putla Villa de Guerrero,/Restaurants-g11810743-Putla_Villa_de_Guerrero_Southern_Mexico.html, Oaxaca 
1028,Puerto Yucalpeten,/Restaurants-g499472-Puerto_Yucalpeten_Yucatan_Peninsula.html, Yucatán 
1029,Juchitepec,/Restaurants-g8499103-Juchitepec_Central_Mexico_and_Gulf_Coast.html, Estado de México 
1030,Yahuiche,/Restaurants-g7659347-Yahuiche_Southern_Mexico.html, Oaxaca 
1031,Guadalcázar,/Restaurants-g19273228-Guadalcazar_Central_Mexico_and_Gulf_Coast.html, San Luis Potosí 
1032,San Francisco Soyaniquilpán,/Restaurants-g12916718-San_Francisco_Soyaniquilpan_Central_Mexico_and_Gulf_Coast.html, Estado de México 
1033,Cacahoatán,/Restaurants-g8734644-Cacahoatan_Southern_Mexico.html, Chiapas 
1034,Municipio de Chiautla,/Restaurants-g14976928-Chiautla_Municipality_Central_Mexico_and_Gulf_Coast.html, Puebla 
1035,Santa Rosa de Múzquiz,/Restaurants-g21171716-Santa_Rosa_de_Muzquiz_Northern_Mexico.html, Coahuila 
1036,Nueva Odisea,/Restaurants-g11810811-Nueva_Odisea_Baja_California.html, Baja California 
1037,San Juanico,/Restaurants-g10792947-San_Juanico_Baja_California.html, Baja California Sur 
1038,Imala,/Restaurants-g11810796-Imala_Pacific_Coast.html, Sinaloa 
1039,San Mateo Yetla,/Restaurants-g6350596-San_Mateo_Yetla_Southern_Mexico.html, Oaxaca 
